"NUMEROPROCESSO","ANOPROCESSO","NUMEROMODALIDADE","LICITANTES","LICITANTES_VENCEDORES","NOMENATUREZA","NOMEMODALIDADE","SITUACAOLICITACAO","ESTAGIOLICITACAO","DATAPUBLICACAOHOMOLOGACAO","DATAEMISSAOEDITAL","DATAPUBLICACAOHABILITACAO","TOTALADJUDICADOLICITACAO","VALORESTIMADO","UNIDADEGESTORA","UNIDADE_GESTORA","DESCRICAOOBJETO","ESPECIFICACAOOBJETO","CARACTERISTICAOBJETO","ULTIMAATUALIZACAO","OBJETO"
"24","2022","3","Construtora Deca Ltda - EPP: 06958998000118 - Não Vencedor; CONSTRUTORA INHUMAS LTDA - ME: 07353785000125 - Vencedor; CONSTRUTORA E LOCADORA LIMA EIRELI ME: 41465490000189 - Não Vencedor; ","CONSTRUTORA INHUMAS LTDA - ME: 07353785000125; ","Serviços de Engenharia","Dispensa","Concluído","Processo Adjudicado / Homologado / Ratificado","11/05/2022","18/01/2022","","51728.45","51728.45","1","","OBRAS","OBRAS","Por Lotes","14/07/2022","Contratação de empresa de Engenharia, para atender a demanda da Prefeitura Municipal de Belo Jardim, no tocante a reforma e recuperação da área de lazer para crianças e adolescentes, localizadas na Praça de Eventos, conforme condições, quantidades e exigências estabelecidas neste instrumento e detalhadas no Projeto Básico."
"23","2022","4","EDUARDO BARROS SOCIEDADE INDIVIDUAL DE ADVOCACIA: 14327385000100 - Vencedor; ","EDUARDO BARROS SOCIEDADE INDIVIDUAL DE ADVOCACIA: 14327385000100; ","Outros Serviços","Inexigibilidade","Concluído","Processo Adjudicado / Homologado / Ratificado","10/05/2022","08/02/2202","","72000","72000","1","","CONSULTORIA","ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.","Por Itens","18/05/2022","Prestação de serviços de consultoria jurídico previdenciária não contenciosa ao RPPS municipal. "
"22","2022","14","SEIC SERVIÇO DA INDUSTRIA DA CONSTRUÇÃO LTDA EPP: 03460855000193 - Não Vencedor;  IMS CONSTRUTORA LTDA : 06240343000100 - Não Vencedor; ECO CONSTRUTORA & INCORPORADORA LTDA - ME: 10644806000176 - Não Vencedor; EGP SERVICOS LTDA: 17067013000180 - Não Vencedor; ELIZABETE GOMES CONSTRUCAO E INCORPORACAO EIRELI: 25346310000193 - Não Vencedor; ALMIR R DA SILVA ENGENHARIA ME: 27358905000194 - Vencedor; A. G. F. SILVA ENGENHARIA (SOUSA & SILVA ENGENHARIA): 28101039000114 - Não Vencedor; ","ALMIR R DA SILVA ENGENHARIA ME: 27358905000194; ","Obras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","26/04/2022","16/02/2022","14/03/2022","204889","241984.04","1","","OBRAS","OBRAS","Por Lotes","10/05/2022","O objeto da presente licitação é o registro de preços para eventual reforma de prédio para implantação da Secretaria Especial da Mulher, Secretaria de Juventude e sede da Diretoria de Tributos, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"21","2022","2","MAXIMA ASSESSORIA E CONSULTORIA EM SAÚDE E MEDICINA DO TRABALHO LTDA: 21939486000106 - Vencedor; ","MAXIMA ASSESSORIA E CONSULTORIA EM SAÚDE E MEDICINA DO TRABALHO LTDA: 21939486000106; ","Outros Serviços","Inexigibilidade","Concluído","Processo Adjudicado / Homologado / Ratificado","11/05/2022","14/02/2022","","12990","12990","1","","SERVIÇOS MÉDICOS","SERVIÇOS MÉDICOS, TAIS COMO:CONSULTAS, EXAMES MÉDICOS, EXAMES ADMISSIONAIS  E AFINS.","Por Itens","12/07/2022","Contratação serviços de junta médica geral, profissional médico, devidamente inscrito no Conselho Regional de Medicina ? CRM, para exercer as funções específicas de médico perito, atuando na Junta Médica do Instituto de Previdência dos Servidores Públicos de Belo Jardim ? PE, para atender a demanda Secretaria de Gestão pública da Prefeitura Municipal de Belo Jardim conforme condições, quantidades e exigências estabelecidas neste instrumento."
"20","2022","3","D & A CONSULT LTDA: 16849257000152 - Vencedor; ","D & A CONSULT LTDA: 16849257000152; ","Outros Serviços","Inexigibilidade","Concluído","Processo Adjudicado / Homologado / Ratificado","21/02/2022","25/01/2022","","50000","50000","1","","CONSULTORIA","ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.","Por Itens","19/05/2022","Aquisição de uma consultoria e imersão para planejamento e levantamento das potencialidades visando o desenvolvimento econômico/empreendedor deste município; bens permanentes para a secretaria de cultura, turismo, esporte e empreendedorismo."
"19","2022","2","Center Serv Serviços e Locação de mão de Obras EIRELI: 04487834000124 - Não Vencedor; ECO CONSTRUTORA & INCORPORADORA LTDA - ME: 10644806000176 - Não Vencedor; A. G. F. SILVA ENGENHARIA (SOUSA & SILVA ENGENHARIA): 28101039000114 - Vencedor; ","A. G. F. SILVA ENGENHARIA (SOUSA & SILVA ENGENHARIA): 28101039000114; ","Obras","Regime Diferenciado de Contratações (RDC)","Concluído","Processo Adjudicado / Homologado / Ratificado","08/04/2022","02/02/2022","08/04/2022","200000","207940.35","1","","OBRAS","OBRAS","Por Lotes","13/06/2022","O objeto da presente licitação é a contratação de empresa especializada para construção de uma passarela com guarda corpo e rede de tratamento de efluentes no matadouro público do Município de Belo Jardim-PE, conforme condições, quantidades e exigências estabelecidas neste edital e seus anexos."
"18","2022","13","MARCHET DE SA BARRETO CALLOU: 00463305000130 - Vencedor; PESENTI & PELAIS LTDA : 02776642000102 - Não Vencedor; BIO INFINITY COMERCIO HOSPITALAR E LOCACAO EIRELI - ME: 03679808000135 - Não Vencedor; VS COSTA & CIA LTDA: 05286960000183 - Não Vencedor; EASYTECH INFORMATICA E SERVICOS LTDA : 05462543000144 - Não Vencedor; ADOVANDRO LUIZ FRAPORTI - EPP: 07554943000105 - Vencedor; ASSUM PRETO PRODUCOES CULTURAIS E COMERCIO DE MATERIAIS PARA USO MEDICO EIRELI - ME: 10462477000142 - Vencedor; DIXMEDICAL PRODUTOS PARA A SAÚDE LTDA: 19001659000190 - Não Vencedor; KIENTRO BRASIL LTDA: 19717870000104 - Não Vencedor; W TEDESCO REFRIGERAÇÃO: 20121311000116 - Não Vencedor; MUNDI EQUIPAMENTOS MEDICOS, ODONTOLOGICOS E VETERINARIOS EIRELI - ME : 20371330000109 - Vencedor; NORDESTE MEDICAL, REPRESENTACAO, IMPORTACAO E EXPORTACAO DE PRODUTOS HOSPITALARES LTDA - EPP: 20782880000102 - Não Vencedor; MTM - EGOPEL EMPRESA GOIANA DE PAPEL LTDA: 22086509000131 - Não Vencedor;  POLLIANA IOLANDA ASSUNCAO SILVA NUNES: 29520946000160 - Não Vencedor; G.P. VEZONO EIRELI: 30778749000125 - Vencedor; MEDIC PRODUTOS PARA SAUDE EIRELI: 31131938000174 - Não Vencedor; GASKAM COMÉRCIO E CONSTRUÇÃO CIVIL EIRELI: 32519346000197 - Não Vencedor; M. CARREGA COMERCIO DE PRODUTOS HOSPITALARES LTDA: 32593430000150 - Vencedor;  EQUIMED EQUIPAMENTOS MEDICOS HOSPITALARES LTDA : 38408899000159 - Vencedor; DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA - ME: 40876269000150 - Vencedor; T. I. TECNOLOGIA LTDA - ME: 42950835000152 - Não Vencedor; ","MARCHET DE SA BARRETO CALLOU: 00463305000130; ADOVANDRO LUIZ FRAPORTI - EPP: 07554943000105; ASSUM PRETO PRODUCOES CULTURAIS E COMERCIO DE MATERIAIS PARA USO MEDICO EIRELI - ME: 10462477000142; MUNDI EQUIPAMENTOS MEDICOS, ODONTOLOGICOS E VETERINARIOS EIRELI - ME : 20371330000109; G.P. VEZONO EIRELI: 30778749000125; M. CARREGA COMERCIO DE PRODUTOS HOSPITALARES LTDA: 32593430000150;  EQUIMED EQUIPAMENTOS MEDICOS HOSPITALARES LTDA : 38408899000159; DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA - ME: 40876269000150; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","25/02/2022","03/02/2022","25/02/2022","142042.72","170149.13","1","","APARELHOS, EQUIPAMENTOS MÉDICO-ODONTOLÓGICOS, HOSPITALARES E LABORATORIAIS  ","QUALQUER APARELHO, UTENSÍLIO OU EQUIPAMENTO DE USO MÉDICO, ODONTOLÓGICO, LABORATORIAL E HOSPITALAR QUE NÃO SE INTEGREM A INSTALAÇÕES, OU A OUTROS CONJUNTOS MONITORES. NO CASO DE FAZEREM PARTE DE INSTALAÇÕES OU OUTROS CONJUNTOS, DEVERÃO SER CONSIDERADOS COMPONENTES, TAIS COMO:AFASTADOR, ALARGADOR, APARELHO DE ESTERILIZAÇÃO, APARELHO DE RAIO X, APARELHO DE TRANSFUSÃO DE SANGUE, APARELHO INFRAVERMELHO, APARELHO PARA INALAÇÃO, APARELHO DE ULTRAVIOLETA, BALANÇA PEDIÁTRICA, BERÇO AQUECIDO, BIOMBO, BOTICÃO, CADEIRA DE DENTISTA, CADEIRA DE RODAS, CÂMARA DE INFRAVERMELHO, CÂMARA DE OXIGÊNIO, CÂMARA DE RADIOTERAPIA, CARRO-MACA, CENTRIFUGADOR, DESTILADOR, ELETRO-ANALISADOR, ELETROCARDIOGRÁFICO, ESTETOSCÓPIO, ESTUFA, MACA, MEDIDOR DE PRESSÃO ARTERIAL (ESFIGNOMANÔMETRO), MEGATOSCÓPIO, MESA PARA EXAMES CLÍNICOS, MICROSCÓPIO, TENDA DE OXIGÊNIO, TERMOCAUTÉRIO E AFINS.","Por Itens","10/05/2022","Aquisição  de  Equipamentos  e  material  permanente,  visando  atender  as  demandas  do Hospital  Júlio  Alves  de  Lira,  órgão  ligado  à  Secretaria  de  Saúde,  conforme  especificações  e quantitativos estabelecidos no Termo de Referância."
"17","2022","2","Empresa Brasileira de Correios e Telégrafos. : 34028316002157 - Vencedor; ","Empresa Brasileira de Correios e Telégrafos. : 34028316002157; ","Outros Serviços","Dispensa","Concluído","Processo Adjudicado / Homologado / Ratificado","12/05/2022","12/05/2022","","3337.88","3337.88","1","","SERVIÇOS DE POSTAGEM E ENTREGA DE DOCUMENTOS","COLETA, POSTAGEM, REMESSA E ENTREGA DE CORRESPONDÊNCIAS, DOCUMENTOS, BENS OU VALORES.","Por Itens","01/07/2022","Contratação da empresa brasileira de correios e telégrafos (EBCT) especializada pela execução do sistema de envio de entrega de correspondência."
"16","2022","10","MEGAMED COMÉRCIO LTDA: 05932624000160 - Não Vencedor; CW ARTIGOS DO VESTUÁRIO EIRELI ME: 06283056000187 - Não Vencedor; MEDILAR IMPORTAÇÃO E DISTRIBUIÇÃO DE PRODUTOS MÉDICO HOSPITALARES S/A: 07752236000476 - Não Vencedor; INDUSTRIA DE CONFECCOES K-DU EIRELI : 10424098000168 - Não Vencedor; PROMEDIX PRODUTOS MEDICOS E HOSPITALARES EIRELI ME/EPP: 11409175000173 - Não Vencedor; PREVIX PRODUTOS PARA SAÚDE LTDA : 11877124000176 - Não Vencedor; ODONTOMEDICA COMERCIO ATACADISTA DE MEDICAMENTOS EIRELI - EPP: 12395255000180 - Não Vencedor; WANDERLEY & REGIS COMERCIO E PRODUTOS MEDICO-HOSPITALAR LTDA : 13120044000105 - Não Vencedor; POSTERARI ASSESSORIA TÉCNICA EIRELI: 16743543000139 - Não Vencedor; ONE LINK COMERCIAL IMPORTADORA E EXPORTADORA LTDA EPP: 20297753000118 - Não Vencedor; R T COSTA FELICIANO: 23533848000181 - Não Vencedor; D.ARAUJO COMERCIAL EIRELI ME: 23680034000170 - Não Vencedor; HORUS FARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA: 26754510000148 - Não Vencedor; DEVANT CARE COMERCIAL LTDA: 27401513000160 - Não Vencedor; DELCA ARTIGOS MÉDICOS LTDA: 31940808000182 - Não Vencedor; NOEM MEDICAL IMPORTAÇAO E EXPORTAÇAO DE PRODUTOS MEDICOS HOSPITALARES LTDA: 32737279000187 - Não Vencedor; NEVE INDUSTRIA E COMERCIO DE PRODUTOS CIRURGICOS LTDA: 33839828000197 - Não Vencedor; NEX TEXTIL ROUPAS E ACESSORIOS LTDA: 36782020000109 - Não Vencedor; ANOVA PRODUTOS HOSPITALARES EIRELI: 38049647000180 - Não Vencedor; LYTS MEDICAL EIRELI : 39339845000141 - Não Vencedor; ENTROPIA MEDIAL INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS LTDA: 40838415000153 - Não Vencedor; AMEDICA DESCARTAVEIS LTDA: 41851336000145 - Não Vencedor; GRAZIELE PEREIRA TOLENTINO 09610321623: 42905964000129 - Não Vencedor; VERO MEDICAL IMPORTACAO EXPORTACAO E COMERCIO DE PRODUTOS MÉDICOS LTDA: 44328371000172 - Não Vencedor; STARMED ARTIGOS MÉDICOS E HOSPITALARES LTDA: 02223342000104 - Não Vencedor; DISTRIBUIDORA SENADOR DE MEDICAMENTOS HOSPITALARES EIRELI: 05382899000178 - Vencedor; MEDVIDA DISTRIBUIDORA DE MEDICAMENTOS HOSPITALAR EIRELI - ME: 06132785000132 - Vencedor; A. GALDINO DA PAZ: 08036308000107 - Não Vencedor; PAULO JOSE MAIA ESMERALDO SOBREIRA: 09210219000190 - Vencedor; WANDERLEY & REGIS COMERCIO E PRODUTOS MEDICO-HOSPITALAR LTDA - EPP: 13120044000105 - Não Vencedor; MEDICAL LIFE COMÉRCIO EIRELI: 14425382000100 - Não Vencedor; MARES SERVIÇOS E COMÉRCIO DE EQUIPAMENTOS EIRELI: 19061289000187 - Não Vencedor; D. ARAÚJO COMERCIO ATACADISTA LTDA: 23680034000170 - Não Vencedor; MEDEVICES PRODUTOS MEDICOS E HOSPITALARES LTDA : 24774241000156 - Não Vencedor; MEDEFE PRODUTOS MEDICO-HOSPITALARES LTDA: 25463374000174 - Não Vencedor; MOGI MEDICAL EQUIPAMENTOS LTDA: 28199997000170 - Não Vencedor; LICITATRADE SERVIÇOS E COMERCIO DE PRODUTOS HOSPITALARES : 32258056000137 - Não Vencedor; R. C. DIEGO DE SOUZA & DE PAULA LTDA : 35473398000168 - Vencedor; NATHALIA RAYANE ALVES MESQUITA 02350083110 : 37180769000149 - Não Vencedor; CWBCARE PRODUTOS MEDICO HOSPITALARES LTDA: 37778759000100 - Vencedor; FAROMED COMERCIO DE MATERIAIS HOSPITALARES LTDA: 39500536000101 - Não Vencedor; GTMED DISTRIBUIDORA DE MATERIAIS E EQUIPAMENTOS HOSPITALARES E ODONTOLOGICOS LTDA: 39707683000157 - Não Vencedor; DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA: 40876269000150 - Não Vencedor; DMH - PRODUTOS HOSPITALARES LTDA: 05044056000161 - Não Vencedor; DIFERENCIAL COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EIRELI: 09617964000158 - Não Vencedor; ASSUM PRETO PRODUCOES CULTURAIS E COMERCIO DE MATERIAIS PARA USO MEDICO EIRELI: 10462477000142 - Não Vencedor; STRA NEGOCIOS EM SAUDE E BEM ESTAR LTDA: 11388997000115 - Não Vencedor;  ELIANDRO JOSE MACHADO COMÉRCIO E SERVIÇOS: 13395341000155 - Não Vencedor; M.testa Confeccao me: 23829339000109 - Não Vencedor; CME COMERCIO E IMPORTAÇÃO HOSPITALAR LTDA: 26232599000182 - Não Vencedor; JTH COMERCIO LTDA: 30680100000177 - Não Vencedor; COMERCIAL MONTANNA LTDA: 39528472000157 - Não Vencedor; CIRURGICA BRASIL DISTRIBUIDORA DE MEDICAMENTOS LTDA - EPP: 40788766000105 - Não Vencedor; DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA - ME: 40876269000150 - Não Vencedor; ","DISTRIBUIDORA SENADOR DE MEDICAMENTOS HOSPITALARES EIRELI: 05382899000178; MEDVIDA DISTRIBUIDORA DE MEDICAMENTOS HOSPITALAR EIRELI - ME: 06132785000132; PAULO JOSE MAIA ESMERALDO SOBREIRA: 09210219000190; R. C. DIEGO DE SOUZA & DE PAULA LTDA : 35473398000168; CWBCARE PRODUTOS MEDICO HOSPITALARES LTDA: 37778759000100; ","Compras","Pregão Eletrônico","Em Andamento","Habilitação Concluída","30/03/2022","31/01/2022","30/03/2022","24523","2734284.54","1","","MATERIAL MÉDICO-HOSPITALAR, ODONTOLÓGICO E LABORATORIAL","MATERIAIS PARA HOSPITAIS, CLÍNICAS, CONSULTÓRIOS ODONTOLÓGICOS E LABORATÓRIOS: ABAIXADORES DE LÍNGUA, AGULHAS HIPODÉRMICAS, ALGODÃO, ESPARADRAPOS, GASES, SERINGAS, SACOS PARA GELO, TERMÔMETROS, FIOS DE SUTURAS,  LUVAS CIRÚRGICAS,  MATERIAIS PENSO EM GERAL , AGULHAS, AMÁLGAMA, ANESTÉSICOS, BROCA, CIMENTO ODONTOLÓGICO, ESPÁTULA ODONTOLÓGICA, FILMES PARA RAIOS-X, PLATINA, SERINGAS, SUGADOR E AFINS. ","Por Itens","10/05/2022","O objeto da presente licitação é o registro de preços para eventual aquisição de material médico  hospitalar,  conforme  condições,  quantidades  e  exigências  estabelecidas  neste  Edital  e  seus anexos."
"15","2022","11","ART CARD LTDA ME : 05449347000130 - Não Vencedor; AMAZONAS COMERCIO DE ADESIVOS E BRINDES LTDA : 11383230000101 - Não Vencedor; INFO DIRECT COMERCIAL LTDA ME: 12959463000164 - Não Vencedor; GLOBAL PRINTER SERVIÇOS DE IMPRESSÃO EIRELI: 17599631000171 - Não Vencedor; IDPROMO COMERCIAL EIRELI : 17791755000154 - Não Vencedor; DRAUZIO BRAZ DA SILVA: 21595187000193 - Vencedor; AWK EDITORA GRÁFICA LTDA - ME: 33169218000123 - Não Vencedor; TGM GRAFICA E EDITORA EIRELI : 33682705000195 - Vencedor; BUD CRUZ EIRELI: 41185345000144 - Não Vencedor; POTENCIAL COMERCIO LTDA: 43048620000103 - Não Vencedor; IDPROMO COMERCIAL  EIRELI : 17791755000154 - Não Vencedor; ","DRAUZIO BRAZ DA SILVA: 21595187000193; TGM GRAFICA E EDITORA EIRELI : 33682705000195; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","07/04/2022","25/02/2022","07/04/2022","20150","30220","1","","SERVIÇOS GRÁFICOS E EDITORIAIS","SERVIÇOS DE ARTES GRÁFICAS,  DE PROGRAMAÇÃO E COMUNICAÇÃO VISUAL, TAIS COMO: CONFECÇÃO DE IMPRESSOS EM GERAL, ENCADERNAÇÃO DE LIVROS JORNAIS E REVISTAS, DIAGRAMAÇÃO, IMPRESSÃO DE JORNAIS, BOLETINS, ENCARTES, FOLDER E ASSEMELHADOS E AFINS.","Por Itens","10/05/2022","O objeto da presente licitação é a contratação de empresa especializada para prestação de serviços de   impressão   gráfica,   incluindo   impressões   de   carnês   de   IPTU   e   crachá   de  identificação, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"14","2022","12","EXCELLENCE COMERCIAL LTDA: 00171258000150 - Não Vencedor; RPF COMERCIAL LTDA: 03217016000149 - Vencedor;  SANTA TEREZINHA COMERCIO DE MOVEIS EIRELI: 04063503000167 - Vencedor; SCORPION INFORMÁTICA EIRELI: 04567265000127 - Não Vencedor; TACARUNA COMERCIO E SERVIÇOS LTDA EPP: 05040156000110 - Não Vencedor; VINICIUS CHAVES DOS SANTOS: 05207424000145 - Não Vencedor; CARLOS ANDRE BRASILIANO SILVA: 07197678000155 - Não Vencedor; SEVENTEC TECNOLOGIA E INFORMÁTICA LTDA: 08784976000295 - Não Vencedor; ESCRITÓRIO E ARTE INDÚSTRIA E COMERCIO LTDA ME: 10372487000197 - Não Vencedor; LVM COMERCIO E SERVICOS DE INFORMATICA LTDA: 10397564000163 - Vencedor; SANET COMERCIO E SERVIÇOS DE INFORMÁTICA EIRELI: 11329948000101 - Não Vencedor; Carvalho Miranda Empreendimentos Eireli - ME: 11502318000197 - Não Vencedor; I C SERAFINI REFRIGERACAO: 14516591000169 - Não Vencedor; COMERCIAL NORTE NORDESTE LTDA - ME: 15114641000144 - Não Vencedor; MASTER DISTRIBUIDORA DE PRODUTOS LTDA - ME: 17238558000102 - Vencedor; JUMES MATERIAL DE CONSTRUÇÃO LTDA : 19225144000174 - Não Vencedor; MASTERINFOR COMERCIAL E SUPRIMENTOS DE INFORMATICA EIRELI: 19454333000119 - Não Vencedor; HKA TECNOLOGIA DO BRASIL LTDA: 19729347000106 - Não Vencedor; RM NOTEBOOK - ME: 21769908000134 - Não Vencedor; 4U DIGITAL COMERCIO E SERVIÇOS EIRELI: 21982891000107 - Não Vencedor; KAMYLLA SOUSA MOREIRA: 27030815000170 - Não Vencedor; VANGUARDA INFORMATICA LTDA - EPP: 27975551000127 - Não Vencedor; DKSA COMERCIAL LTDA: 28360435000166 - Não Vencedor; METDATA TECNOLOGIA DA INFORMACAO EIRELI: 28584157000392 - Não Vencedor; MARIA CONSUELO SOARES DA MATA : 28697784000178 - Não Vencedor;  POLLIANA IOLANDA ASSUNCAO SILVA NUNES: 29520946000160 - Não Vencedor; EGC COMÉRCIO E ATACADISTA DE INFORMÁTICA E ELETROELETRÔNICOS EIRELI: 31768037000198 - Vencedor; CONCEPT SERVICOS DE INSTALACOES ELETRICAS EIRELI: 32894638000290 - Não Vencedor; LICICOM NEGOCIOS EMPRESARIAS LTDA: 33671275000106 - Vencedor; J R ARAUJO NORDESTE COMERCIAL E DISTRIBUIÇÃO EIRELI: 34446741000112 - Não Vencedor; L SANTOS DE OLIVEIRA COMERCIO VAREJISTA DE SUPRIMENTOS DE INFORMATICA - ME: 34899040000139 - Não Vencedor; L&M SOLUÇÕES TECNOLÓGICAS EM INFORMÁTICA EIRELI: 35169152000105 - Não Vencedor; LBTECH DISTRIBUIDORA E COMERCIO DE INFORMATICA EIRELI: 35459909000197 - Não Vencedor; SORELLE COMERCIO ELETROS E EQUIPAMENTOS LTDA: 36045363000190 - Não Vencedor; BARBOSA & SOUZA COMERCIO E REPRESENTACAO DE MOVEIS LTDA: 36222508000181 - Não Vencedor; LICITIN TECNOLOGIA E INFORMATICA EIRELI: 36306823000197 - Não Vencedor; GO VENDAS ELETRÔNICAS EIRELI: 36521392000181 - Vencedor; VANESCA SILVA BATISTA : 37261083000182 - Não Vencedor; ANDEROX COMERCIO AUDIOVISUAL EIRELE: 37348536000102 - Não Vencedor; DANTON GABRIEL SIMPLICIO DE SALES SILVA: 38084603000191 - Não Vencedor; EUROTECH TECNOLOGIA LTDA - EPP: 39496569000206 - Não Vencedor; AZUL DATA TECNOLOGIAS EIRELI: 40143803000110 - Não Vencedor; Costa Pereira Empreendimentos LTDA: 40394327000100 - Não Vencedor; MARIA DO SOCORRO DINIZ DA SILVA 21527148300: 40491488000111 - Não Vencedor; DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA - ME: 40876269000150 - Vencedor; EXPERT SERVICOS, COMERCIO DE MOVEIS E LICITACOES LTDA: 40914338000173 - Não Vencedor; R & T COMERCIO SERVICOS E SOLUCOES INTEGRADAS LTDA : 41126299000102 - Não Vencedor; CARLOS ALEXANDRE GOMES CAMPOS 14465079800: 41623742000150 - Não Vencedor; TREER TECNOLOGY EIRELI: 41680761000119 - Vencedor; ANDERSON DA SILVA REIS 01517278481: 43124002000103 - Vencedor; CH3 COMERCIO E NEGOCIOS LTDA: 43684445000140 - Vencedor; A ECONOMICA COMERCIO LTDA : 44854551000198 - Vencedor; DKSA  COMERCIAL LTDA: 28360435000166 - Não Vencedor; ","RPF COMERCIAL LTDA: 03217016000149;  SANTA TEREZINHA COMERCIO DE MOVEIS EIRELI: 04063503000167; LVM COMERCIO E SERVICOS DE INFORMATICA LTDA: 10397564000163; MASTER DISTRIBUIDORA DE PRODUTOS LTDA - ME: 17238558000102; EGC COMÉRCIO E ATACADISTA DE INFORMÁTICA E ELETROELETRÔNICOS EIRELI: 31768037000198; LICICOM NEGOCIOS EMPRESARIAS LTDA: 33671275000106; GO VENDAS ELETRÔNICAS EIRELI: 36521392000181; DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA - ME: 40876269000150; TREER TECNOLOGY EIRELI: 41680761000119; ANDERSON DA SILVA REIS 01517278481: 43124002000103; CH3 COMERCIO E NEGOCIOS LTDA: 43684445000140; A ECONOMICA COMERCIO LTDA : 44854551000198; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","07/04/2022","14/03/2022","07/04/2022","741528.03","985190.84","1","","EQUIPAMENTOS DE INFORMÁTICA","AQUISIÇÃO DE APARELHOS E EQUIPAMENTOS DE INFORMÁTICA DE QUALQUER NATUREZA, EXCETO QUANDO FOR AQUISIÇÃO DE PEÇAS DESTINADAS À REPOSIÇÃO DIRETAMENTE AO EQUIPAMENTO OU MESMO PARA ESTOQUE, TAIS COMO:  COMPUTADOR DESKTOP/SERVIDOR, NOTEBOOK, TABLET, MONITOR DE VÍDEO, DATA SHOW, IMPRESSORA, SCANNER, FIREWALL, MODEM, ROTEADOR, SWITCH, PONTO DE ACESSO, STORAGE, KIT DE ROBÓTICA, URNA ELETRÔNICA E AFINS.","Por Itens","10/05/2022"," O objeto da presente licitação é o registro de preços para eventual aquisição de material de informática e de escritório, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
